,Order Id,Mode,Order Category,Market,Symbol,Inst Type,Expiry,Opt Type,Strike,Filled Qty,Filled Price,Status,Exch Order Id,Trade Id,Parent Cl Code,Child Cl Code,Part Code,Time,GTD Date,Product,
,190803000000263,Buy,Single,BSECM,TCS,Common Stock,,,,100,1875.15,FILLED,1564806866033009963,1592800,V69210,V69210,,03Aug2019 11:25:18,,MIS,
,190803000000154,Sell,Single,NCDEX,MOONG20AUG2019,Future,20/08/2019,,,20,6330.00,FILLED,O0ewlsATBK9q,T9urExCcZC,V69210,V69210,,03Aug2019 10:48:59,,MIS,
,190803000000119,Buy,Single,NCDEX,KAPAS29NOV2019,Future,29/11/2019,,,1,1142.00,FILLED,O0ewlsATBD4M,T9urExCa1d,V69210,V69210,,03Aug2019 10:39:36,,NRML,
,190803000000258,Buy,Single,NCDEX,SUGARM18OCT2019,Future,18/10/2019,,,10,3150.00,FILLED,O0ewlsATBTGR,T9urExCecs,V69210,V69210,,03Aug2019 11:24:52,,MIS,
,190803000000003,Buy,Single,NCDEX,COTTON18OCT2019,Future,18/10/2019,,,1,21040.00,FILLED,O0ewlsATB8la,T9urExCZMc,V69210,V69210,,03Aug2019 09:32:44,,MARGIN,
,190803000000082,Buy,Single,NCDEX,JEERAUNJHA20SEP2019,Future,20/09/2019,,,3,17270.00,FILLED,O0ewlsBdqa2H,T9urExUBJj,V69210,V69210,,03Aug2019 10:20:16,,MIS,
,190803000000297,Buy,Single,NSECM,DLF-EQ,Common Stock,,,,1,162.05,FILLED,1000000000028046,14086,V69210,V69210,,03Aug2019 11:38:43,,CNC,
,190803000000084,Buy,Single,NCDEX,PADYPB112120AUG2019,Future,20/08/2019,,,10,3680.00,FILLED,O0ewlsATBCPA,T9urExCdtp,V69210,V69210,,03Aug2019 10:54:30,,MIS,
,190803000000047,Buy,Single,NCDEX,DHANIYA20AUG2019,Future,20/08/2019,,,20,6402.00,FILLED,O0ewlsBdqZLv,T9urExUBUB,V69210,V69210,,03Aug2019 10:32:19,,NRML,
,190803000000088,Buy,Single,NCDEX,SYBEANIDR18OCT2019,Future,18/10/2019,,,10,3598.00,FILLED,O0ewlsATBCQS,T9urExCZqV,V69210,V69210,,03Aug2019 10:20:49,,MIS,
,190803000000098,Buy,Single,NCDEX,DHANIYA20AUG2019,Future,20/08/2019,,,10,6408.00,FILLED,O0ewlsBdqaRP,T9urExUBNY,V69210,V69210,,03Aug2019 10:25:04,,MARGIN,
,190803000000083,Buy,Single,NCDEX,MOONG20AUG2019,Future,20/08/2019,,,5,6310.00,FILLED,O0ewlsATBCOn,T9urExCbCM,V69210,V69210,,03Aug2019 10:45:47,,MIS,
,190803000000010,Sell,Single,NCDEX,COTTON18OCT2019,Future,18/10/2019,,,1,21010.00,FILLED,O0ewlsATB94B,T9urExCZOk,V69210,V69210,,03Aug2019 09:35:54,,NRML,
,190803000000235,Sell,Single,NCDEX,COTTON18OCT2019,Future,18/10/2019,,,1,20980.00,FILLED,O0ewlsATBSvB,T9urExCea7,V69210,V69210,,03Aug2019 11:20:02,,MIS,
,190803000000079,Sell,Single,NCDEX,GUARGUM520SEP2019,Future,20/09/2019,,,5,8572.00,FILLED,O0ewlsBdqa0t,T9urExUBJZ,V69210,V69210,,03Aug2019 10:20:00,,MIS,
,190803000000047,Buy,Single,NCDEX,DHANIYA20AUG2019,Future,20/08/2019,,,30,6402.00,FILLED,O0ewlsBdqZLv,T9urExUBDC,V69210,V69210,,03Aug2019 10:14:17,,NRML,
,190803000000265,Buy,Single,BSECM,TATACOMM,Common Stock,,,,1,467.00,FILLED,1564806705747018675,90900,V69210,V69210,,03Aug2019 11:27:15,,MIS,
